timestamp,device,temp_edge_celsius,temp_junction_celsius
1754586873,card6,50.0,44.0
1754586873,card7,45.0,39.0
1754586873,
1754586878,card0,54.0,48.0
1754586878,card1,48.0,39.0
1754586878,card2,47.0,41.0
1754586878,card3,52.0,44.0
1754586878,card4,49.0,43.0
1754586878,card5,46.0,39.0
1754586878,card6,50.0,43.0
1754586878,card7,45.0,39.0
1754586878,
1754586883,card0,53.0,46.0
1754586883,card1,48.0,39.0
1754586883,card2,47.0,41.0
1754586883,card3,52.0,44.0
1754586883,card4,49.0,43.0
1754586883,card5,46.0,39.0
1754586883,card6,50.0,43.0
1754586883,card7,45.0,39.0
1754586883,
1754586888,card0,53.0,46.0
1754586888,card1,48.0,39.0
1754586888,card2,47.0,41.0
1754586888,card3,52.0,44.0
1754586888,card4,49.0,43.0
1754586888,card5,46.0,39.0
1754586888,card6,50.0,44.0
1754586888,card7,45.0,39.0
1754586888,
1754586893,card0,53.0,46.0
1754586893,card1,48.0,39.0
1754586893,card2,47.0,41.0
1754586893,card3,52.0,44.0
1754586893,card4,49.0,43.0
1754586893,card5,46.0,39.0
1754586893,card6,50.0,44.0
1754586893,card7,45.0,39.0
1754586893,
1754586899,card0,53.0,46.0
1754586899,card1,48.0,39.0
1754586899,card2,47.0,41.0
1754586899,card3,52.0,45.0
1754586899,card4,49.0,43.0
1754586899,card5,46.0,39.0
1754586899,card6,50.0,44.0
1754586899,card7,45.0,39.0
1754586899,
1754586904,card0,53.0,47.0
1754586904,card1,48.0,39.0
1754586904,card2,47.0,41.0
1754586904,card3,52.0,44.0
1754586904,card4,49.0,43.0
1754586904,card5,46.0,39.0
1754586904,card6,50.0,44.0
1754586904,card7,45.0,39.0
1754586904,
1754586909,card0,53.0,46.0
1754586909,card1,48.0,39.0
1754586909,card2,47.0,41.0
1754586909,card3,52.0,44.0
1754586909,card4,49.0,43.0
1754586909,card5,46.0,39.0
1754586909,card6,50.0,44.0
1754586909,card7,45.0,39.0
1754586909,
1754586914,card0,61.0,65.0
1754586914,card1,48.0,39.0
1754586914,card2,47.0,41.0
1754586914,card3,52.0,44.0
1754586914,card4,49.0,43.0
1754586914,card5,46.0,39.0
1754586914,card6,50.0,44.0
1754586914,card7,45.0,39.0
1754586914,
1754586919,card0,62.0,66.0
1754586919,card1,48.0,39.0
1754586919,card2,47.0,41.0
1754586919,card3,52.0,45.0
1754586919,card4,49.0,44.0
1754586919,card5,46.0,39.0
1754586919,card6,50.0,44.0
1754586919,card7,45.0,39.0
1754586919,
1754586924,card0,61.0,53.0
1754586924,card1,48.0,39.0
1754586924,card2,47.0,41.0
1754586924,card3,52.0,45.0
1754586924,card4,49.0,44.0
1754586924,card5,46.0,40.0
1754586924,card6,50.0,44.0
1754586924,card7,45.0,39.0
1754586924,
1754586930,card0,57.0,50.0
1754586930,card1,48.0,39.0
1754586930,card2,47.0,41.0
1754586930,card3,52.0,45.0
1754586930,card4,49.0,43.0
1754586930,card5,46.0,39.0
1754586930,card6,50.0,44.0
1754586930,card7,45.0,39.0
1754586930,
1754586935,card0,56.0,50.0
1754586935,card1,48.0,39.0
1754586935,card2,47.0,41.0
1754586935,card3,52.0,44.0
1754586935,card4,49.0,43.0
1754586935,card5,46.0,39.0
1754586935,card6,50.0,44.0
1754586935,card7,45.0,39.0
1754586935,
1754586940,card0,54.0,48.0
1754586940,card1,47.0,39.0
1754586940,card2,47.0,41.0
1754586940,card3,52.0,44.0
1754586940,card4,49.0,43.0
1754586940,card5,46.0,39.0
1754586940,card6,50.0,44.0
1754586940,card7,45.0,38.0
1754586940,
1754586945,card0,53.0,47.0
1754586945,card1,47.0,38.0
1754586945,card2,47.0,41.0
1754586945,card3,51.0,44.0
1754586945,card4,49.0,42.0
1754586945,card5,46.0,39.0
1754586945,card6,49.0,43.0
1754586945,card7,45.0,38.0
1754586945,
1754586950,card0,53.0,46.0
1754586950,card1,47.0,38.0
1754586950,card2,47.0,41.0
1754586950,card3,51.0,44.0
1754586950,card4,49.0,42.0
1754586950,card5,46.0,39.0
1754586950,card6,49.0,43.0
1754586950,card7,45.0,38.0
1754586950,
1754586955,card0,52.0,46.0
1754586955,card1,47.0,38.0
1754586955,card2,47.0,41.0
1754586955,card3,51.0,44.0
1754586955,card4,49.0,43.0
1754586955,card5,46.0,39.0
1754586955,card6,49.0,43.0
1754586955,card7,45.0,39.0
1754586955,
1754586961,card0,52.0,46.0
1754586961,card1,47.0,39.0
1754586961,card2,47.0,41.0
1754586961,card3,51.0,44.0
1754586961,card4,49.0,43.0
1754586961,card5,46.0,39.0
1754586961,card6,49.0,43.0
1754586961,card7,45.0,38.0
1754586961,
1754586966,card0,52.0,45.0
1754586966,card1,47.0,39.0
1754586966,card2,47.0,41.0
1754586966,card3,52.0,44.0
1754586966,card4,49.0,43.0
1754586966,card5,46.0,39.0
1754586966,card6,49.0,43.0
1754586966,card7,45.0,39.0
1754586966,
1754586971,card0,52.0,45.0
1754586971,card1,47.0,39.0
1754586971,card2,47.0,41.0
1754586971,card3,52.0,43.0
1754586971,card4,49.0,43.0
1754586971,card5,46.0,39.0
1754586971,card6,49.0,43.0
1754586971,card7,45.0,39.0
1754586971,
1754586976,card0,52.0,45.0
1754586976,card1,48.0,39.0
1754586976,card2,47.0,41.0
1754586976,card3,52.0,44.0
1754586976,card4,49.0,43.0
1754586976,card5,46.0,39.0
1754586976,card6,49.0,43.0
1754586976,card7,45.0,39.0
1754586976,
1754586981,card0,52.0,45.0
1754586981,card1,48.0,39.0
1754586981,card2,47.0,41.0
1754586981,card3,52.0,44.0
1754586981,card4,49.0,43.0
1754586981,card5,46.0,39.0
1754586981,card6,49.0,43.0
1754586981,card7,45.0,39.0
1754586981,
1754586986,card0,52.0,45.0
1754586986,card1,48.0,39.0
1754586986,card2,47.0,41.0
1754586986,card3,52.0,44.0
1754586986,card4,49.0,42.0
1754586986,card5,46.0,39.0
1754586986,card6,50.0,43.0
1754586986,card7,45.0,39.0
1754586986,
1754586991,card0,52.0,45.0
1754586991,card1,48.0,39.0
1754586991,card2,47.0,41.0
1754586991,card3,52.0,44.0
1754586991,card4,49.0,43.0
1754586991,card5,46.0,39.0
1754586991,card6,50.0,43.0
1754586991,card7,45.0,39.0
1754586991,
1754586997,card0,52.0,45.0
1754586997,card1,48.0,39.0
1754586997,card2,47.0,41.0
1754586997,card3,52.0,44.0
1754586997,card4,49.0,43.0
1754586997,card5,46.0,39.0
1754586997,card6,50.0,44.0
1754586997,card7,45.0,39.0
1754586997,
1754587002,card0,52.0,45.0
1754587002,card1,48.0,39.0
1754587002,card2,47.0,41.0
1754587002,card3,52.0,44.0
1754587002,card4,49.0,43.0
1754587002,card5,46.0,39.0
1754587002,card6,50.0,44.0
1754587002,card7,45.0,39.0
1754587002,
1754587007,card0,52.0,45.0
1754587007,card1,48.0,39.0
1754587007,card2,47.0,41.0
1754587007,card3,52.0,44.0
1754587007,card4,49.0,43.0
1754587007,card5,46.0,39.0
1754587007,card6,50.0,44.0
1754587007,card7,45.0,39.0
1754587007,
1754587012,card0,52.0,45.0
1754587012,card1,48.0,39.0
1754587012,card2,47.0,41.0
1754587012,card3,52.0,45.0
1754587012,card4,49.0,43.0
1754587012,card5,46.0,39.0
1754587012,card6,50.0,44.0
1754587012,card7,45.0,39.0
1754587012,
1754587017,card0,53.0,45.0
1754587017,card1,48.0,39.0
1754587017,card2,47.0,41.0
1754587017,card3,52.0,44.0
1754587017,card4,49.0,44.0
1754587017,card5,46.0,39.0
1754587017,card6,50.0,44.0
1754587017,card7,45.0,39.0
1754587017,
1754587022,card0,53.0,45.0
1754587022,card1,48.0,39.0
1754587022,card2,47.0,41.0
1754587022,card3,52.0,44.0
1754587022,card4,49.0,43.0
1754587022,card5,46.0,39.0
1754587022,card6,50.0,44.0
1754587022,card7,45.0,39.0
1754587022,
1754587027,card0,65.0,52.0
1754587027,card1,48.0,39.0
1754587027,card2,47.0,41.0
1754587027,card3,52.0,44.0
1754587027,card4,49.0,43.0
1754587027,card5,46.0,39.0
1754587027,card6,50.0,44.0
1754587027,card7,45.0,39.0
1754587027,
1754587033,card0,55.0,48.0
1754587033,card1,48.0,39.0
1754587033,card2,47.0,41.0
1754587033,card3,52.0,44.0
1754587033,card4,49.0,43.0
1754587033,card5,46.0,39.0
1754587033,card6,50.0,44.0
1754587033,card7,45.0,39.0
1754587033,
1754587038,card0,54.0,47.0
1754587038,card1,48.0,39.0
1754587038,card2,47.0,41.0
1754587038,card3,52.0,45.0
1754587038,card4,49.0,43.0
1754587038,card5,46.0,39.0
1754587038,card6,50.0,44.0
1754587038,card7,45.0,39.0
1754587038,
1754587043,card0,53.0,46.0
1754587043,card1,48.0,39.0
1754587043,card2,47.0,41.0
1754587043,card3,52.0,46.0
1754587043,card4,49.0,44.0
1754587043,card5,46.0,39.0
1754587043,card6,50.0,44.0
1754587043,card7,45.0,39.0
1754587043,
1754587048,card0,53.0,46.0
1754587048,card1,48.0,39.0
1754587048,card2,47.0,41.0
1754587048,card3,52.0,45.0
1754587048,card4,49.0,44.0
1754587048,card5,46.0,40.0
1754587048,card6,50.0,44.0
1754587048,card7,45.0,39.0
1754587048,
1754587053,card0,53.0,46.0
1754587053,card1,48.0,39.0
1754587053,card2,47.0,41.0
1754587053,card3,52.0,44.0
1754587053,card4,49.0,43.0
1754587053,card5,46.0,39.0
1754587053,card6,50.0,44.0
1754587053,card7,45.0,39.0
1754587053,
1754587058,card0,52.0,45.0
1754587058,card1,48.0,39.0
1754587058,card2,47.0,41.0
1754587058,card3,52.0,44.0
1754587058,card4,49.0,43.0
1754587058,card5,46.0,39.0
1754587058,card6,50.0,43.0
1754587058,card7,45.0,39.0
1754587058,
1754587063,card0,53.0,46.0
1754587063,card1,48.0,39.0
1754587063,card2,47.0,41.0
1754587063,card3,52.0,44.0
1754587063,card4,49.0,43.0
1754587063,card5,46.0,39.0
1754587063,card6,50.0,43.0
1754587063,card7,45.0,39.0
1754587063,
1754587068,card0,53.0,46.0
1754587068,card1,48.0,39.0
1754587068,card2,47.0,41.0
1754587068,card3,52.0,44.0
1754587068,card4,49.0,43.0
1754587068,card5,46.0,40.0
1754587068,card6,50.0,44.0
1754587068,card7,45.0,39.0
1754587068,
1754587074,card0,60.0,65.0
1754587074,card1,48.0,39.0
1754587074,card2,47.0,41.0
1754587074,card3,52.0,44.0
1754587074,card4,49.0,43.0
1754587074,card5,46.0,39.0
1754587074,card6,50.0,43.0
1754587074,card7,45.0,39.0
1754587074,
1754587079,card0,62.0,66.0
1754587079,card1,48.0,39.0
1754587079,card2,47.0,41.0
1754587079,card3,52.0,44.0
1754587079,card4,49.0,43.0
1754587079,card5,46.0,39.0
1754587079,card6,50.0,43.0
1754587079,card7,45.0,39.0
1754587079,
1754587084,card0,63.0,67.0
1754587084,card1,48.0,39.0
1754587084,card2,47.0,41.0
1754587084,card3,52.0,44.0
1754587084,card4,49.0,43.0
1754587084,card5,46.0,39.0
1754587084,card6,50.0,44.0
1754587084,card7,45.0,39.0
1754587084,
1754587089,card0,64.0,68.0
1754587089,card1,48.0,39.0
1754587089,card2,47.0,41.0
1754587089,card3,52.0,45.0
1754587089,card4,49.0,43.0
1754587089,card5,46.0,40.0
1754587089,card6,50.0,44.0
1754587089,card7,45.0,39.0
1754587089,
1754587094,card0,65.0,69.0
1754587094,card1,47.0,39.0
1754587094,card2,47.0,41.0
1754587094,card3,52.0,44.0
1754587094,card4,49.0,43.0
1754587094,card5,46.0,39.0
1754587094,card6,49.0,44.0
1754587094,card7,45.0,39.0
1754587094,
1754587099,card0,65.0,69.0
1754587099,card1,47.0,39.0
1754587099,card2,47.0,41.0
1754587099,card3,51.0,43.0
1754587099,card4,49.0,43.0
1754587099,card5,46.0,39.0
1754587099,card6,49.0,43.0
1754587099,card7,45.0,38.0
1754587099,
1754587104,card0,65.0,59.0
1754587104,card1,47.0,38.0
1754587104,card2,47.0,40.0
1754587104,card3,51.0,43.0
1754587104,card4,48.0,42.0
1754587104,card5,46.0,39.0
1754587104,card6,49.0,43.0
1754587104,card7,45.0,38.0
1754587104,
1754587110,card0,65.0,70.0
1754587110,card1,47.0,38.0
1754587110,card2,46.0,40.0
1754587110,card3,51.0,42.0
1754587110,card4,48.0,42.0
1754587110,card5,45.0,38.0
1754587110,card6,48.0,43.0
1754587110,card7,44.0,38.0
1754587110,
1754587115,card0,64.0,70.0
1754587115,card1,47.0,38.0
1754587115,card2,46.0,40.0
1754587115,card3,50.0,42.0
1754587115,card4,48.0,41.0
1754587115,card5,45.0,38.0
1754587115,card6,48.0,42.0
1754587115,card7,44.0,38.0
1754587115,
1754587120,card0,64.0,68.0
1754587120,card1,46.0,38.0
1754587120,card2,46.0,40.0
1754587120,card3,50.0,42.0
1754587120,card4,47.0,41.0
1754587120,card5,45.0,38.0
1754587120,card6,48.0,42.0
1754587120,card7,44.0,37.0
1754587120,
1754587125,card0,64.0,70.0
1754587125,card1,46.0,38.0
1754587125,card2,46.0,40.0
1754587125,card3,50.0,41.0
1754587125,card4,47.0,41.0
1754587125,card5,45.0,38.0
1754587125,card6,47.0,42.0
1754587125,card7,44.0,37.0
1754587125,
1754587130,card0,64.0,70.0
1754587130,card1,46.0,37.0
1754587130,card2,45.0,39.0
1754587130,card3,49.0,41.0
1754587130,card4,47.0,41.0
1754587130,card5,45.0,38.0
1754587130,card6,47.0,41.0
1754587130,card7,44.0,38.0
1754587130,
1754587135,card0,63.0,69.0
1754587135,card1,46.0,37.0
1754587135,card2,45.0,39.0
1754587135,card3,49.0,41.0
1754587135,card4,46.0,40.0
1754587135,card5,44.0,38.0
1754587135,card6,47.0,41.0
1754587135,card7,43.0,37.0
1754587135,
1754587140,card0,63.0,69.0
1754587140,card1,46.0,37.0
1754587140,card2,45.0,39.0
1754587140,card3,49.0,41.0
1754587140,card4,46.0,40.0
1754587140,card5,44.0,38.0
1754587140,card6,47.0,41.0
1754587140,card7,43.0,37.0
1754587140,
1754587145,card0,63.0,69.0
1754587145,card1,46.0,37.0
1754587145,card2,45.0,39.0
1754587145,card3,49.0,41.0
1754587145,card4,46.0,40.0
1754587145,card5,44.0,38.0
1754587145,card6,47.0,41.0
1754587145,card7,43.0,37.0
1754587145,
1754587151,card0,64.0,69.0
1754587151,card1,46.0,37.0
1754587151,card2,45.0,39.0
1754587151,card3,49.0,41.0
1754587151,card4,46.0,40.0
1754587151,card5,44.0,37.0
1754587151,card6,47.0,41.0
1754587151,card7,43.0,37.0
1754587151,
1754587156,card0,64.0,69.0
1754587156,card1,46.0,37.0
1754587156,card2,45.0,39.0
1754587156,card3,49.0,40.0
1754587156,card4,46.0,40.0
1754587156,card5,44.0,38.0
1754587156,card6,47.0,41.0
1754587156,card7,43.0,37.0
1754587156,
1754587161,card0,64.0,70.0
1754587161,card1,46.0,37.0
1754587161,card2,45.0,39.0
1754587161,card3,49.0,41.0
1754587161,card4,46.0,40.0
1754587161,card5,44.0,38.0
1754587161,card6,46.0,41.0
1754587161,card7,43.0,37.0
1754587161,
1754587166,card0,65.0,70.0
1754587166,card1,46.0,37.0
1754587166,card2,45.0,39.0
1754587166,card3,49.0,41.0
1754587166,card4,46.0,40.0
1754587166,card5,44.0,38.0
1754587166,card6,46.0,41.0
1754587166,card7,43.0,37.0
1754587166,
1754587171,card0,65.0,70.0
1754587171,card1,46.0,37.0
1754587171,card2,45.0,39.0
1754587171,card3,49.0,41.0
1754587171,card4,46.0,40.0
1754587171,card5,44.0,38.0
1754587171,card6,46.0,42.0
1754587171,card7,43.0,37.0
1754587171,
1754587176,card0,65.0,70.0
1754587176,card1,46.0,37.0
1754587176,card2,45.0,39.0
1754587176,card3,49.0,41.0
1754587176,card4,46.0,40.0
1754587176,card5,44.0,38.0
1754587176,card6,47.0,41.0
1754587176,card7,44.0,37.0
1754587176,
1754587181,card0,58.0,52.0
1754587181,card1,46.0,37.0
1754587181,card2,45.0,39.0
1754587181,card3,49.0,41.0
1754587181,card4,46.0,40.0
1754587181,card5,45.0,37.0
1754587181,card6,47.0,41.0
1754587181,card7,44.0,38.0
1754587181,
1754587187,card0,57.0,51.0
1754587187,card1,46.0,37.0
1754587187,card2,46.0,39.0
1754587187,card3,49.0,41.0
1754587187,card4,46.0,40.0
1754587187,card5,45.0,38.0
1754587187,card6,47.0,41.0
1754587187,card7,44.0,37.0
1754587187,
1754587192,card0,55.0,48.0
1754587192,card1,46.0,38.0
1754587192,card2,46.0,40.0
1754587192,card3,49.0,41.0
1754587192,card4,46.0,40.0
1754587192,card5,45.0,38.0
1754587192,card6,47.0,41.0
1754587192,card7,44.0,37.0
1754587192,
