timestamp,device,temp_edge_celsius,temp_junction_celsius
1754586812,card0,52.0,45.0
1754586812,card1,47.0,38.0
1754586812,card2,47.0,40.0
1754586812,card3,51.0,43.0
1754586812,card4,48.0,42.0
1754586812,card5,46.0,39.0
1754586812,card6,49.0,43.0
1754586812,card7,45.0,38.0
1754586812,
1754586817,card0,52.0,45.0
1754586817,card1,47.0,38.0
1754586817,card2,47.0,41.0
1754586817,card3,51.0,43.0
1754586817,card4,48.0,42.0
1754586817,card5,46.0,39.0
1754586817,card6,49.0,43.0
1754586817,card7,45.0,38.0
1754586817,
1754586822,card0,52.0,45.0
1754586822,card1,47.0,39.0
1754586822,card2,47.0,41.0
1754586822,card3,51.0,43.0
1754586822,card4,48.0,42.0
1754586822,card5,46.0,39.0
1754586822,card6,49.0,43.0
1754586822,card7,45.0,39.0
1754586822,
1754586828,card0,52.0,45.0
1754586828,card1,47.0,39.0
1754586828,card2,47.0,41.0
1754586828,card3,51.0,43.0
1754586828,card4,48.0,42.0
1754586828,card5,46.0,39.0
1754586828,card6,49.0,43.0
1754586828,card7,45.0,39.0
1754586828,
1754586833,card0,51.0,45.0
1754586833,card1,47.0,39.0
1754586833,card2,47.0,41.0
1754586833,card3,51.0,44.0
1754586833,card4,49.0,42.0
1754586833,card5,46.0,39.0
1754586833,card6,49.0,43.0
1754586833,card7,45.0,39.0
1754586833,
1754586838,card0,51.0,44.0
1754586838,card1,47.0,39.0
1754586838,card2,47.0,41.0
1754586838,card3,51.0,43.0
1754586838,card4,49.0,42.0
1754586838,card5,46.0,39.0
1754586838,card6,49.0,44.0
1754586838,card7,45.0,39.0
1754586838,
1754586843,card0,51.0,44.0
1754586843,card1,47.0,39.0
1754586843,card2,47.0,41.0
1754586843,card3,52.0,44.0
1754586843,card4,49.0,43.0
1754586843,card5,46.0,39.0
1754586843,card6,49.0,43.0
1754586843,card7,45.0,39.0
1754586843,
1754586848,card0,52.0,44.0
1754586848,card1,48.0,39.0
1754586848,card2,47.0,41.0
1754586848,card3,52.0,44.0
1754586848,card4,49.0,43.0
1754586848,card5,46.0,39.0
1754586848,card6,49.0,43.0
1754586848,card7,45.0,39.0
1754586848,
1754586853,card0,52.0,45.0
1754586853,card1,47.0,39.0
1754586853,card2,47.0,41.0
1754586853,card3,52.0,44.0
1754586853,card4,49.0,43.0
1754586853,card5,46.0,39.0
1754586853,card6,49.0,44.0
1754586853,card7,45.0,39.0
1754586853,
1754586858,card0,52.0,45.0
1754586858,card1,48.0,39.0
1754586858,card2,47.0,41.0
1754586858,card3,52.0,43.0
1754586858,card4,49.0,43.0
1754586858,card5,46.0,39.0
1754586858,card6,49.0,43.0
1754586858,card7,45.0,39.0
