timestamp,cpu_user_percent,cpu_system_percent,cpu_idle_percent,load_avg_1min
1754587724,1.0,0.6,98.1,3.28
1754587729,0.9,0.5,98.5,3.26
1754587734,0.9,0.5,98.4,3.08
1754587739,0.8,0.4,98.3,2.99
1754587745,1.0,0.8,98.1,3.15
1754587750,1.1,1.0,97.7,3.06
1754587755,1.3,1.1,97.4,3.46
1754587760,1.1,0.8,97.4,3.50
1754587765,1.2,0.6,98.2,3.30
1754587771,0.6,0.7,98.5,3.12
1754587776,0.4,0.6,98.5,3.51
1754587781,0.2,0.4,99.2,3.39
1754587786,0.4,0.6,99.0,3.27
1754587791,0.1,0.4,99.4,3.01
1754587797,0.1,0.4,99.4,2.93
1754587802,0.6,0.8,98.3,2.86
1754587807,0.8,0.6,98.5,2.71
1754587812,0.6,0.8,98.0,2.81
1754587818,2.7,0.9,96.1,2.84
1754587823,0.7,0.9,98.1,2.69
1754587828,1.1,0.5,98.2,2.56
1754587833,1.5,0.9,97.2,2.59
1754587838,1.5,1.0,97.2,2.54
1754587844,1.3,1.1,97.2,2.50
1754587849,1.2,0.8,97.5,2.54
1754587854,1.0,0.7,98.1,2.50
1754587859,1.7,1.5,95.8,2.54
1754587864,2.2,1.6,95.6,3.06
1754587870,2.4,1.7,95.2,2.89
1754587875,1.5,1.1,97.3,2.90
1754587880,1.5,0.8,97.3,2.83
1754587885,1.1,0.8,98.1,2.68
1754587890,1.1,0.7,97.9,2.63
1754587896,1.2,0.9,97.9,2.66
1754587901,1.3,1.0,97.6,2.60
1754587906,1.2,1.1,97.5,3.04
1754587911,1.6,1.1,97.2,2.95
1754587917,1.5,1.2,97.4,2.96
1754587922,1.5,1.2,97.3,2.96
1754587927,1.7,1.2,97.1,2.96
1754587932,1.3,1.1,97.0,2.97
1754587937,1.9,1.3,96.4,3.05
1754587943,2.3,2.0,95.7,3.12
1754587948,1.9,1.8,96.1,3.11
1754587953,1.4,1.1,97.5,3.02
1754587958,1.2,1.0,96.9,3.18
1754587963,0.9,0.6,98.4,3.16
1754587969,1.3,0.8,97.8,3.15
1754587974,1.8,1.2,96.9,3.06
1754587979,1.4,1.0,97.4,2.97
1754587984,1.0,0.8,98.2,2.89
1754587989,1.4,1.0,96.9,2.82
1754587995,1.4,1.0,97.6,3.40
1754588000,2.0,1.5,96.3,3.20
1754588005,2.2,1.6,96.2,3.27
1754588010,1.3,0.8,97.8,3.25
1754588016,1.2,0.8,97.3,3.23
1754588021,1.8,1.1,96.6,3.05
1754588026,1.7,1.2,97.2,3.04
1754588031,1.7,1.3,96.5,3.04
1754588036,1.8,1.0,96.7,2.96
1754588042,1.8,0.8,97.1,2.80
1754588047,0.7,0.8,98.4,3.22
1754588052,0.7,0.6,98.4,2.96
1754588057,0.4,0.4,99.0,2.88
1754588063,0.3,0.3,98.6,2.51
1754588068,0.6,0.4,98.8,2.39
1754588073,0.4,0.4,98.8,2.36
1754588078,0.1,0.4,99.3,2.33
1754588083,1.0,0.5,98.2,2.38
1754588089,0.4,0.6,97.7,2.43
1754588094,0.6,0.3,99.1,4.96
1754588099,0.7,0.6,98.4,4.80
1754588104,0.8,0.1,98.8,4.58
1754588109,0.8,0.3,98.5,7.02
1754588115,0.9,0.2,99.0,6.77
1754588120,0.8,0.3,98.6,6.31
1754588125,1.2,0.6,98.0,5.97
1754588130,1.3,0.4,98.2,5.57
1754588135,6.5,1.1,91.8,5.36
1754588141,1.4,0.6,97.9,5.25
1754588146,1.6,0.9,97.4,4.99
1754588151,2.0,1.1,96.9,4.75
1754588156,1.3,0.6,98.1,4.69
1754588162,0.9,0.5,98.5,4.48
1754588167,1.2,0.4,98.4,4.28
1754588172,1.4,0.4,98.1,4.25
1754588177,1.0,0.8,97.4,4.07
1754588182,1.2,0.9,97.3,3.91
1754588188,1.2,1.1,97.2,3.76
1754588193,1.3,0.9,97.6,3.62
1754588198,1.3,1.0,97.5,3.57
1754588203,1.3,0.8,97.9,3.52
1754588209,1.8,1.2,96.2,3.32
1754588214,2.2,1.7,95.5,3.22
1754588219,1.8,1.5,96.4,3.20
1754588224,1.4,1.1,97.4,3.10
1754588229,1.5,1.1,97.2,3.09
1754588235,1.7,1.0,97.2,3.01
1754588240,1.5,1.2,97.1,2.93
1754588245,1.7,1.2,96.5,2.93
1754588250,1.6,1.2,97.0,2.86
1754588256,1.6,1.3,97.0,2.95
1754588261,1.3,1.1,97.1,2.79
1754588266,1.4,1.1,97.5,2.81
1754588271,1.5,1.1,97.3,2.74
1754588276,1.2,0.9,97.6,2.85
1754588282,1.3,0.8,97.9,2.86
1754588287,1.3,1.0,97.7,2.79
1754588292,1.4,1.0,97.4,2.73
1754588297,1.5,1.1,97.4,2.67
1754588302,1.6,1.1,97.0,2.93
1754588308,1.5,1.2,97.3,2.86
1754588313,2.3,0.8,96.9,3.04
1754588318,1.3,1.1,97.3,3.43
1754588323,0.5,0.8,98.3,3.24
1754588328,0.5,0.6,98.5,3.06
1754588334,0.8,0.7,98.3,2.97
1754588339,0.1,0.5,99.2,2.74
1754588344,0.2,0.2,99.6,2.60
1754588349,0.7,0.8,97.9,2.55
1754588355,0.5,0.7,98.3,2.42
1754588360,0.4,0.7,97.7,2.31
1754588365,0.5,0.6,98.5,2.45
1754588370,0.6,0.8,98.3,2.33
1754588375,0.5,0.7,98.8,2.22
1754588381,0.3,0.6,98.6,2.04
1754588386,0.2,0.5,98.5,2.20
1754588391,0.2,0.3,99.4,2.10
1754588396,0.4,0.4,98.9,1.94
1754588401,0.4,0.7,98.2,1.86
1754588407,0.5,0.8,98.6,1.71
1754588412,1.1,1.1,97.7,1.65
1754588417,1.2,1.1,97.6,1.52
1754588422,1.3,1.4,97.0,1.56
1754588428,1.4,1.4,97.2,1.43
1754588433,0.5,0.9,98.5,1.68
1754588438,0.1,0.5,99.1,1.54
1754588443,0.2,0.3,99.4,1.58
1754588448,0.2,0.7,98.2,1.53
1754588454,0.5,0.5,98.9,1.49
1754588459,1.3,1.2,97.2,1.37
1754588464,0.6,0.9,98.5,1.34
1754588469,0.5,0.7,98.4,1.23
1754588474,0.4,0.6,98.6,1.21
1754588480,0.3,0.5,98.9,1.28
1754588485,0.3,0.6,98.8,1.17
1754588490,0.5,0.7,98.4,1.08
1754588495,0.3,0.5,99.1,1.07
1754588501,0.6,0.7,98.6,1.15
1754588506,1.2,1.3,97.5,1.14
1754588511,1.5,1.4,96.8,1.04
1754588516,1.1,1.4,97.3,1.12
1754588521,1.5,1.6,96.4,1.03
1754588527,0.5,0.8,98.6,1.11
1754588532,0.6,0.6,98.7,1.42
1754588537,0.6,0.8,98.4,1.47
1754588542,0.5,0.8,98.5,1.43
1754588547,0.4,0.7,98.9,1.48
1754588553,0.4,0.7,98.3,1.32
1754588558,0.8,1.1,98.0,1.30
1754588563,1.1,1.3,97.6,1.19
1754588568,1.0,1.2,97.3,1.18
1754588574,0.8,0.9,98.2,1.40
1754588579,0.8,0.9,98.1,1.37
1754588584,0.9,0.9,97.7,1.26
1754588589,1.3,1.2,97.4,1.24
1754588594,0.9,1.3,97.6,1.22
1754588600,0.5,1.0,98.1,1.20
1754588605,0.3,0.8,98.5,1.19
1754588610,0.5,0.8,98.3,1.17
1754588615,0.5,0.9,98.6,1.08
1754588621,0.4,0.8,98.6,1.15
1754588626,0.4,0.7,98.6,1.38
1754588631,0.6,0.8,98.0,1.27
1754588636,0.8,0.8,98.5,1.25
1754588641,0.8,1.0,97.9,1.31
1754588647,0.8,1.2,97.9,1.28
1754588652,0.6,1.1,98.2,1.26
