timestamp,cpu_user_percent,cpu_system_percent,cpu_idle_percent,load_avg_1min
1754587333,1.2,1.2,97.4,2.64
1754587338,1.2,0.9,97.3,2.67
1754587344,1.0,0.9,97.8,2.62
1754587349,1.0,1.0,97.8,2.49
1754587354,1.3,1.1,97.4,2.37
1754587359,1.3,1.2,97.3,2.42
1754587364,1.3,1.1,97.5,2.39
1754587370,1.1,1.3,95.9,2.44
1754587375,1.6,1.4,96.7,2.40
1754587380,1.4,1.1,97.2,2.61
1754587385,1.2,0.9,97.7,2.64
1754587390,1.9,1.6,96.5,2.59
1754587396,1.7,1.3,96.9,2.70
1754587401,1.6,1.3,96.7,2.65
1754587406,1.5,1.5,96.9,2.83
1754587411,1.1,1.1,97.8,2.85
1754587416,1.1,0.9,98.0,2.70
1754587422,1.2,0.9,97.6,2.72
1754587427,1.3,1.1,97.6,2.83
1754587432,1.0,0.7,98.3,2.84
1754587437,0.9,0.5,98.6,2.77
1754587443,0.2,0.4,98.6,3.29
1754587448,0.1,0.6,98.6,3.03
1754587453,0.5,0.9,98.1,2.86
1754587458,0.9,0.7,98.1,2.63
1754587463,0.5,0.7,98.7,2.42
1754587469,0.5,0.6,98.1,2.23
1754587474,0.3,0.6,98.9,2.13
1754587479,0.8,0.5,98.5,2.20
1754587484,0.6,0.7,98.5,2.18
1754587489,1.3,0.8,97.0,2.17
1754587495,1.4,1.4,97.0,2.24
1754587500,1.9,1.2,96.6,2.06
1754587505,1.4,1.0,97.6,2.29
1754587510,1.1,0.8,97.7,2.19
1754587516,1.2,0.6,98.2,2.09
1754587521,1.1,0.8,97.9,2.09
1754587526,1.2,0.8,97.9,2.16
1754587531,1.1,0.4,98.2,2.23
1754587536,1.1,0.7,98.1,2.37
1754587542,1.2,0.8,97.6,2.26
1754587547,0.9,0.3,98.7,2.16
1754587552,0.9,0.4,98.6,2.06
1754587557,1.4,0.4,98.2,2.06
1754587562,1.5,0.7,97.2,2.28
1754587568,2.0,1.2,96.6,2.18
1754587573,1.5,1.1,97.5,2.08
1754587578,1.3,1.2,97.3,1.99
1754587583,1.0,0.7,98.0,1.91
1754587588,1.2,0.7,97.7,1.92
1754587594,1.3,1.0,97.7,2.09
1754587599,1.6,0.8,97.5,2.08
1754587604,1.0,1.0,97.9,2.07
1754587609,0.7,1.0,97.3,2.63
1754587614,0.5,0.7,98.6,2.50
1754587620,0.3,0.6,98.9,2.46
1754587625,0.6,0.5,98.8,2.34
1754587630,0.8,1.0,97.4,2.23
1754587635,0.9,0.9,98.0,2.13
1754587641,1.6,1.3,96.8,1.96
1754587646,1.3,1.5,97.1,1.89
1754587651,1.7,1.7,96.1,1.81
1754587656,1.5,1.1,97.3,1.75
1754587661,1.2,1.3,96.6,1.69
1754587667,1.7,1.0,97.0,1.71
1754587672,18.3,2.7,78.8,1.74
1754587677,1.4,0.6,97.9,4.16
1754587682,2.3,1.6,95.6,3.91
1754587687,2.0,1.3,96.6,3.69
1754587693,1.4,0.9,97.0,3.64
1754587698,1.5,1.5,96.6,3.51
1754587703,5.7,1.2,93.0,3.63
1754587708,1.0,0.5,98.4,3.66
1754587713,1.2,0.6,97.7,3.52
1754587719,1.0,0.8,97.6,3.48
1754587724,0.8,0.5,98.5,3.28
1754587729,0.9,0.5,98.5,3.26
1754587734,0.9,0.6,98.6,3.08
1754587739,0.9,0.5,98.3,2.99
1754587745,1.0,0.9,97.9,3.15
1754587750,1.3,1.1,97.4,3.06
1754587755,1.3,1.1,97.4,3.46
1754587760,1.2,0.6,97.1,3.50
1754587766,1.4,0.6,98.0,3.30
1754587771,0.7,0.7,98.6,3.12
1754587776,0.2,0.5,98.7,3.51
1754587781,0.2,0.3,99.3,3.39
1754587786,0.6,0.7,98.4,3.27
1754587792,0.2,0.4,99.4,3.01
1754587797,0.2,0.4,99.1,2.93
1754587802,0.4,0.8,98.2,2.86
1754587807,0.9,0.6,98.5,2.71
1754587812,0.7,0.9,97.8,2.83
1754587818,0.9,0.6,98.3,2.84
1754587823,0.9,1.1,97.7,2.69
1754587828,1.6,0.9,97.3,2.56
1754587833,1.4,0.9,97.2,2.59
1754587838,1.3,0.7,97.6,2.54
1754587844,1.2,0.8,98.0,2.50
1754587849,1.9,1.2,96.4,2.54
1754587854,1.9,1.1,96.9,2.50
1754587859,2.3,2.0,94.9,2.54
1754587865,2.0,2.0,94.9,3.06
1754587870,1.4,0.8,97.4,2.89
1754587875,1.1,0.9,97.9,2.90
1754587880,1.6,1.3,96.7,2.83
1754587885,1.0,0.8,98.2,2.68
1754587891,1.0,0.6,98.1,2.63
1754587896,1.5,1.0,97.4,2.66
1754587901,1.4,1.1,97.3,2.60
1754587906,1.5,1.3,97.0,3.04
1754587911,1.8,1.7,96.3,2.95
1754587917,1.2,1.2,97.5,2.96
1754587922,1.5,1.2,97.1,2.96
1754587927,2.0,1.6,96.2,2.96
1754587932,2.0,1.7,96.3,2.97
1754587938,1.8,1.7,96.4,3.13
1754587943,1.5,1.4,97.0,3.12
1754587948,1.2,0.9,97.4,3.11
1754587953,1.3,1.1,97.4,3.02
1754587958,1.6,1.7,95.9,3.18
1754587964,1.3,1.4,97.0,3.16
1754587969,1.4,1.3,96.6,3.15
1754587974,1.3,1.3,97.2,3.06
1754587979,1.9,1.5,96.0,2.97
1754587985,1.9,1.9,95.6,2.89
1754587990,1.9,1.7,96.0,2.82
1754587995,1.5,1.3,97.1,3.40
1754588000,1.5,1.7,96.4,3.20
1754588005,1.9,1.8,95.5,3.27
1754588011,1.9,1.8,96.1,3.25
1754588016,1.9,1.7,96.0,3.23
1754588021,1.9,1.7,96.1,3.05
1754588026,2.3,1.9,95.1,3.04
1754588032,1.7,1.4,96.6,3.04
1754588037,1.2,0.7,97.7,2.96
1754588042,0.7,1.4,97.6,2.80
1754588047,0.5,0.7,98.7,3.22
1754588052,0.6,0.8,98.4,2.96
1754588058,0.2,0.6,99.2,2.73
1754588063,0.2,0.5,98.8,2.51
1754588068,0.3,0.7,98.9,2.39
1754588073,0.1,0.4,99.1,2.36
1754588078,0.1,0.4,99.3,2.33
1754588084,1.0,0.7,98.0,2.38
1754588089,0.5,0.9,98.2,2.43
1754588094,0.7,0.6,98.7,4.96
1754588099,0.7,1.2,97.7,4.80
1754588104,0.9,0.5,98.6,4.58
1754588110,1.1,0.5,98.0,7.02
1754588115,1.5,0.9,97.6,6.77
1754588120,1.2,1.1,97.1,6.31
1754588125,1.8,1.0,97.0,5.97
1754588131,1.9,1.4,96.7,5.57
1754588136,7.2,1.6,90.9,5.36
1754588141,1.3,1.0,97.7,5.25
1754588146,2.1,0.9,97.0,4.99
1754588151,1.0,0.9,98.1,4.75
1754588157,1.2,0.7,98.1,4.69
1754588162,0.9,0.6,98.3,4.48
1754588167,1.0,0.7,98.0,4.28
1754588172,1.7,0.8,97.5,4.25
1754588177,1.3,1.1,97.4,4.07
1754588183,1.2,1.1,97.4,3.92
1754588188,1.1,1.0,97.7,3.76
1754588193,1.3,1.1,97.4,3.62
1754588198,1.2,1.0,97.6,3.57
1754588203,1.6,1.0,97.3,3.52
1754588209,2.2,1.7,95.6,3.32
1754588214,1.9,1.6,96.2,3.22
1754588219,1.4,1.1,97.3,3.20
1754588224,1.6,1.2,97.1,3.10
1754588230,1.6,1.1,97.2,3.09
1754588235,1.8,1.3,96.6,3.01
1754588240,1.8,1.5,96.5,2.93
1754588245,1.8,1.5,96.3,2.93
1754588250,1.4,1.4,97.1,2.86
1754588256,1.3,1.2,97.1,2.95
1754588261,1.5,1.3,96.2,2.79
1754588266,1.4,1.1,97.4,2.81
1754588271,1.5,1.1,97.3,2.74
1754588277,1.3,1.0,97.4,2.85
1754588282,1.3,1.0,97.7,2.86
1754588287,1.5,1.2,97.2,2.79
1754588292,1.8,1.5,96.3,2.73
1754588297,1.5,1.3,97.1,2.67
1754588303,2.6,1.8,95.5,2.94
1754588308,2.2,1.7,95.7,2.86
1754588313,1.3,0.8,97.7,3.04
1754588318,0.7,0.9,98.1,3.43
1754588323,0.1,0.4,99.2,3.24
1754588329,0.1,0.4,99.3,3.06
1754588334,0.3,0.5,99.1,2.97
1754588339,0.5,0.6,98.8,2.74
1754588344,0.5,0.7,98.7,2.60
1754588350,0.4,0.6,99.0,2.55
1754588355,0.7,1.1,97.1,2.42
1754588360,0.8,1.0,97.3,2.31
1754588365,0.5,0.9,98.4,2.45
1754588370,0.3,0.6,98.9,2.33
1754588376,0.2,0.5,99.1,2.22
1754588381,0.2,0.4,98.8,2.04
1754588386,0.4,0.5,98.6,2.20
1754588391,0.5,0.7,98.8,2.10
1754588396,0.5,0.7,98.7,1.94
1754588402,0.7,0.9,97.6,1.86
1754588407,1.2,1.5,97.1,1.71
1754588412,1.5,1.3,97.1,1.65
1754588417,1.4,1.6,96.3,1.52
1754588422,1.1,1.2,97.2,1.56
1754588428,0.6,0.7,98.7,1.56
1754588433,0.2,0.6,99.1,1.68
1754588438,0.1,0.4,99.3,1.54
1754588443,0.3,0.5,99.2,1.58
1754588448,0.6,0.9,97.8,1.53
1754588454,0.8,0.9,98.3,1.49
1754588459,1.3,1.4,96.5,1.37
1754588464,0.5,0.8,98.7,1.34
1754588469,0.4,0.6,98.6,1.23
1754588475,0.5,0.6,98.5,1.21
1754588480,0.4,0.6,98.7,1.28
1754588485,0.4,0.7,98.7,1.17
1754588490,0.5,0.8,98.3,1.08
1754588495,0.4,0.6,99.0,1.07
1754588501,0.8,0.8,98.3,1.15
1754588506,1.3,1.3,97.3,1.14
1754588511,1.2,1.3,97.1,1.04
1754588516,1.2,1.5,97.2,1.12
1754588521,1.7,1.5,96.4,1.03
1754588527,0.5,0.9,98.4,1.11
1754588532,0.6,0.7,98.6,1.42
1754588537,0.5,1.0,98.3,1.47
1754588542,0.4,0.8,98.5,1.43
1754588547,0.4,0.8,98.8,1.48
1754588553,0.4,0.8,98.2,1.32
1754588558,0.8,1.1,98.0,1.30
1754588563,1.1,1.3,97.6,1.19
1754588568,0.9,1.2,97.4,1.18
1754588574,0.5,1.0,97.6,1.40
1754588579,0.8,0.9,98.2,1.37
1754588584,0.7,0.8,98.3,1.26
1754588589,0.8,0.7,98.2,1.24
1754588594,0.8,0.9,98.1,1.22
1754588600,0.7,1.2,97.9,1.20
1754588605,0.5,1.0,98.2,1.19
1754588610,0.3,0.8,98.5,1.17
1754588615,0.4,0.7,98.8,1.08
1754588620,0.4,1.0,98.4,1.15
1754588626,0.5,0.9,98.3,1.38
1754588631,0.5,0.9,98.2,1.27
1754588636,0.6,0.8,98.6,1.25
1754588641,0.6,1.0,98.3,1.31
1754588647,0.7,1.3,97.8,1.28
1754588652,0.7,1.3,98.0,1.26
