timestamp,device,power_watts,power_cap_watts
1754586662,card0,154.0
1754586662,card1,145.0
1754586662,card2,147.0
1754586662,card3,148.0
1754586662,card4,150.0
1754586662,card5,140.0
1754586662,card6,145.0
1754586662,card7,144.0
1754586662,
1754586667,card0,154.0
1754586667,card1,145.0
1754586667,card2,148.0
1754586667,card3,148.0
1754586667,card4,151.0
1754586667,card5,140.0
1754586667,card6,146.0
1754586667,card7,144.0
1754586667,
1754586672,card0,154.0
1754586672,card1,146.0
1754586672,card2,147.0
1754586672,card3,149.0
1754586672,card4,151.0
1754586672,card5,140.0
1754586672,card6,146.0
1754586672,card7,144.0
1754586672,
1754586677,card0,154.0
1754586677,card1,145.0
1754586677,card2,147.0
1754586677,card3,149.0
1754586677,card4,152.0
1754586677,card5,140.0
1754586677,card6,146.0
1754586677,card7,144.0
1754586677,
1754586682,card0,154.0
1754586682,card1,145.0
1754586682,card2,147.0
1754586682,card3,149.0
1754586682,card4,152.0
1754586682,card5,140.0
1754586682,card6,146.0
1754586682,card7,144.0
1754586682,
1754586688,card0,154.0
1754586688,card1,145.0
1754586688,card2,147.0
1754586688,card3,149.0
1754586688,card4,152.0
1754586688,card5,141.0
1754586688,card6,146.0
1754586688,card7,144.0
1754586688,
1754586693,card0,154.0
1754586693,card1,145.0
1754586693,card2,147.0
1754586693,card3,149.0
1754586693,card4,152.0
1754586693,card5,140.0
1754586693,card6,146.0
1754586693,card7,144.0
1754586693,
1754586698,card0,185.0
1754586698,card1,145.0
1754586698,card2,147.0
1754586698,card3,149.0
1754586698,card4,152.0
1754586698,card5,141.0
1754586698,card6,146.0
1754586698,card7,144.0
1754586698,
1754586703,card0,186.0
1754586703,card1,145.0
1754586703,card2,148.0
1754586703,card3,149.0
1754586703,card4,152.0
1754586703,card5,140.0
1754586703,card6,147.0
1754586703,card7,144.0
1754586703,
1754586708,card0,177.0
1754586708,card1,146.0
1754586708,card2,148.0
1754586708,card3,150.0
1754586708,card4,152.0
1754586708,card5,141.0
1754586708,card6,146.0
1754586708,card7,144.0
1754586708,
1754586713,card0,197.0
1754586713,card1,145.0
1754586713,card2,148.0
1754586713,card3,150.0
1754586713,card4,152.0
1754586713,card5,141.0
1754586713,card6,147.0
1754586713,card7,145.0
1754586713,
1754586718,card0,600.0
1754586718,card1,145.0
1754586718,card2,148.0
1754586718,card3,149.0
1754586718,card4,153.0
1754586718,card5,141.0
1754586718,card6,147.0
1754586718,card7,144.0
1754586718,
1754586723,card0,212.0
1754586723,card1,145.0
1754586723,card2,147.0
1754586723,card3,150.0
1754586723,card4,152.0
1754586723,card5,140.0
1754586723,card6,147.0
1754586723,card7,145.0
1754586723,
1754586728,card0,192.0
1754586728,card1,145.0
1754586728,card2,148.0
1754586728,card3,150.0
1754586728,card4,152.0
1754586728,card5,141.0
1754586728,card6,147.0
1754586728,card7,145.0
1754586728,
1754586734,card0,192.0
1754586734,card1,146.0
1754586734,card2,148.0
1754586734,card3,150.0
1754586734,card4,152.0
1754586734,card5,140.0
1754586734,card6,147.0
1754586734,card7,145.0
1754586734,
1754586739,card0,192.0
1754586739,card1,145.0
1754586739,card2,148.0
1754586739,card3,150.0
1754586739,card4,152.0
1754586739,card5,141.0
1754586739,card6,147.0
