timestamp,device,temp_edge_celsius,temp_junction_celsius
1754585903,card0,51.0,44.0
1754585903,card1,48.0,39.0
1754585903,card2,48.0,41.0
1754585903,card3,53.0,46.0
1754585903,card4,50.0,45.0
1754585903,card5,46.0,40.0
1754585903,card6,51.0,44.0
1754585903,card7,46.0,39.0
1754585903,
1754585908,card0,51.0,44.0
1754585908,card1,48.0,39.0
1754585908,card2,48.0,41.0
1754585908,card3,53.0,46.0
1754585908,card4,50.0,45.0
1754585908,card5,47.0,39.0
1754585908,card6,51.0,44.0
1754585908,card7,46.0,39.0
1754585908,
1754585913,card0,51.0,44.0
1754585913,card1,48.0,39.0
1754585913,card2,48.0,42.0
1754585913,card3,53.0,46.0
1754585913,card4,50.0,45.0
1754585913,card5,47.0,40.0
1754585913,card6,51.0,44.0
1754585913,card7,46.0,39.0
1754585913,
1754585918,card0,51.0,44.0
1754585918,card1,48.0,39.0
1754585918,card2,48.0,41.0
1754585918,card3,53.0,46.0
1754585918,card4,50.0,45.0
1754585918,card5,47.0,39.0
1754585918,card6,51.0,44.0
1754585918,card7,46.0,39.0
1754585918,
1754585923,card0,51.0,44.0
1754585923,card1,48.0,39.0
1754585923,card2,48.0,41.0
1754585923,card3,53.0,46.0
1754585923,card4,50.0,45.0
1754585923,card5,47.0,40.0
1754585923,card6,51.0,44.0
1754585923,card7,46.0,39.0
1754585923,
1754585928,card0,51.0,44.0
1754585928,card1,48.0,39.0
1754585928,card2,48.0,41.0
1754585928,card3,53.0,46.0
1754585928,card4,50.0,45.0
1754585928,card5,47.0,39.0
1754585928,card6,51.0,44.0
1754585928,card7,46.0,39.0
1754585928,
1754585934,card0,51.0,44.0
1754585934,card1,48.0,40.0
1754585934,card2,48.0,42.0
1754585934,card3,53.0,46.0
1754585934,card4,50.0,45.0
1754585934,card5,47.0,40.0
1754585934,card6,51.0,44.0
1754585934,card7,46.0,39.0
1754585934,
1754585939,card0,52.0,45.0
1754585939,card1,48.0,39.0
1754585939,card2,48.0,41.0
1754585939,card3,53.0,46.0
1754585939,card4,50.0,45.0
1754585939,card5,47.0,39.0
1754585939,card6,51.0,44.0
1754585939,card7,46.0,39.0
1754585939,
1754585944,card0,51.0,44.0
1754585944,card1,48.0,39.0
1754585944,card2,48.0,41.0
1754585944,card3,53.0,46.0
1754585944,card4,50.0,45.0
1754585944,card5,47.0,40.0
1754585944,card6,51.0,44.0
1754585944,card7,46.0,39.0
1754585944,
1754585949,card0,51.0,44.0
1754585949,card1,48.0,39.0
1754585949,card2,48.0,41.0
1754585949,card3,53.0,46.0
1754585949,card4,50.0,45.0
1754585949,card5,47.0,40.0
1754585949,card6,51.0,44.0
1754585949,card7,46.0,39.0
1754585949,
1754585954,card0,52.0,44.0
1754585954,card1,48.0,39.0
1754585954,card2,48.0,41.0
1754585954,card3,53.0,46.0
1754585954,card4,50.0,45.0
1754585954,card5,47.0,40.0
1754585954,card6,51.0,44.0
1754585954,card7,46.0,40.0
1754585954,
1754585959,card0,52.0,45.0
1754585959,card1,48.0,39.0
1754585959,card2,48.0,41.0
1754585959,card3,53.0,45.0
1754585959,card4,50.0,45.0
1754585959,card5,47.0,40.0
1754585959,card6,51.0,44.0
1754585959,card7,46.0,39.0
1754585959,
1754585964,card0,53.0,45.0
1754585964,card1,48.0,39.0
1754585964,card2,48.0,41.0
1754585964,card3,53.0,46.0
1754585964,card4,50.0,45.0
1754585964,card5,47.0,40.0
1754585964,card6,51.0,44.0
1754585964,card7,46.0,39.0
1754585964,
1754585970,card0,57.0,48.0
1754585970,card1,48.0,39.0
1754585970,card2,48.0,41.0
1754585970,card3,53.0,46.0
1754585970,card4,50.0,45.0
1754585970,card5,47.0,40.0
1754585970,card6,51.0,44.0
1754585970,card7,46.0,39.0
1754585970,
1754585975,card0,54.0,47.0
1754585975,card1,48.0,39.0
1754585975,card2,48.0,42.0
1754585975,card3,53.0,46.0
1754585975,card4,50.0,45.0
1754585975,card5,47.0,39.0
1754585975,card6,51.0,44.0
1754585975,card7,46.0,39.0
1754585975,
1754585980,card0,53.0,46.0
1754585980,card1,48.0,39.0
1754585980,card2,48.0,41.0
1754585980,card3,53.0,46.0
1754585980,card4,50.0,45.0
1754585980,card5,47.0,40.0
1754585980,card6,50.0,44.0
1754585980,card7,46.0,39.0
1754585980,
1754585985,card0,53.0,46.0
1754585985,card1,48.0,39.0
1754585985,card2,47.0,41.0
1754585985,card3,52.0,45.0
1754585985,card4,49.0,44.0
1754585985,card5,46.0,39.0
1754585985,card6,50.0,44.0
1754585985,card7,45.0,39.0
1754585985,
1754585990,card0,52.0,45.0
1754585990,card1,47.0,39.0
1754585990,card2,47.0,41.0
1754585990,card3,52.0,44.0
1754585990,card4,49.0,43.0
1754585990,card5,46.0,39.0
1754585990,card6,50.0,43.0
1754585990,card7,45.0,39.0
1754585990,
1754585995,card0,52.0,45.0
1754585995,card1,47.0,38.0
1754585995,card2,47.0,41.0
1754585995,card3,52.0,44.0
1754585995,card4,49.0,43.0
1754585995,card5,46.0,39.0
1754585995,card6,50.0,44.0
1754585995,card7,45.0,39.0
1754585995,
1754586000,card0,52.0,47.0
1754586000,card1,47.0,39.0
1754586000,card2,47.0,41.0
1754586000,card3,52.0,44.0
1754586000,card4,49.0,43.0
1754586000,card5,46.0,39.0
1754586000,card6,50.0,43.0
1754586000,card7,45.0,39.0
1754586000,
1754586006,card0,52.0,45.0
1754586006,card1,48.0,39.0
1754586006,card2,47.0,41.0
1754586006,card3,52.0,44.0
1754586006,card4,49.0,43.0
1754586006,card5,46.0,39.0
1754586006,card6,50.0,44.0
1754586006,card7,45.0,39.0
1754586006,
1754586011,card0,59.0,67.0
1754586011,card1,48.0,39.0
1754586011,card2,47.0,41.0
1754586011,card3,52.0,44.0
1754586011,card4,49.0,43.0
1754586011,card5,46.0,39.0
1754586011,card6,50.0,44.0
1754586011,card7,45.0,39.0
1754586011,
1754586016,card0,61.0,68.0
1754586016,card1,48.0,39.0
1754586016,card2,47.0,41.0
1754586016,card3,52.0,44.0
1754586016,card4,49.0,43.0
1754586016,card5,46.0,39.0
1754586016,card6,50.0,44.0
1754586016,card7,45.0,39.0
1754586016,
1754586021,card0,56.0,49.0
1754586021,card1,48.0,39.0
1754586021,card2,47.0,41.0
1754586021,card3,52.0,44.0
1754586021,card4,49.0,43.0
1754586021,card5,46.0,39.0
1754586021,card6,50.0,44.0
1754586021,card7,45.0,39.0
1754586021,
1754586026,card0,55.0,49.0
1754586026,card1,48.0,39.0
1754586026,card2,47.0,41.0
1754586026,card3,52.0,44.0
1754586026,card4,49.0,43.0
1754586026,card5,46.0,39.0
1754586026,card6,50.0,44.0
1754586026,card7,45.0,39.0
1754586026,
1754586031,card0,54.0,47.0
1754586031,card1,47.0,39.0
1754586031,card2,47.0,41.0
1754586031,card3,52.0,43.0
1754586031,card4,49.0,42.0
1754586031,card5,46.0,39.0
1754586031,card6,49.0,43.0
1754586031,card7,45.0,39.0
1754586031,
1754586037,card0,53.0,46.0
1754586037,card1,47.0,39.0
1754586037,card2,47.0,41.0
1754586037,card3,51.0,43.0
1754586037,card4,48.0,42.0
1754586037,card5,46.0,39.0
1754586037,card6,49.0,43.0
1754586037,card7,45.0,38.0
1754586037,
1754586042,card0,52.0,45.0
1754586042,card1,47.0,38.0
1754586042,card2,47.0,40.0
1754586042,card3,51.0,43.0
1754586042,card4,48.0,42.0
1754586042,card5,46.0,39.0
1754586042,card6,49.0,43.0
1754586042,card7,45.0,38.0
1754586042,
1754586047,card0,52.0,45.0
1754586047,card1,47.0,38.0
1754586047,card2,47.0,40.0
1754586047,card3,51.0,43.0
1754586047,card4,48.0,42.0
1754586047,card5,46.0,39.0
1754586047,card6,49.0,43.0
1754586047,card7,45.0,38.0
1754586047,
1754586052,card0,51.0,45.0
1754586052,card1,47.0,38.0
1754586052,card2,47.0,40.0
1754586052,card3,51.0,43.0
1754586052,card4,48.0,42.0
1754586052,card5,46.0,39.0
1754586052,card6,49.0,43.0
1754586052,card7,45.0,38.0
1754586052,
1754586057,card0,51.0,44.0
1754586057,card1,47.0,38.0
1754586057,card2,47.0,41.0
1754586057,card3,51.0,43.0
1754586057,card4,48.0,42.0
1754586057,card5,46.0,39.0
1754586057,card6,49.0,43.0
1754586057,card7,45.0,39.0
1754586057,
1754586062,card0,51.0,44.0
1754586062,card1,47.0,39.0
1754586062,card2,47.0,41.0
1754586062,card3,51.0,43.0
1754586062,card4,49.0,42.0
1754586062,card5,46.0,39.0
1754586062,card6,49.0,43.0
1754586062,card7,45.0,39.0
1754586062,
1754586067,card0,51.0,45.0
1754586067,card1,47.0,39.0
1754586067,card2,47.0,41.0
1754586067,card3,51.0,43.0
1754586067,card4,49.0,43.0
1754586067,card5,46.0,39.0
1754586067,card6,49.0,43.0
1754586067,card7,45.0,39.0
1754586067,
1754586073,card0,51.0,44.0
1754586073,card1,48.0,39.0
1754586073,card2,47.0,41.0
1754586073,card3,52.0,44.0
1754586073,card4,49.0,43.0
1754586073,card5,46.0,39.0
1754586073,card6,49.0,43.0
1754586073,card7,45.0,39.0
1754586073,
1754586078,card0,51.0,44.0
1754586078,card1,48.0,39.0
1754586078,card2,47.0,41.0
1754586078,card3,52.0,44.0
1754586078,card4,49.0,43.0
1754586078,card5,46.0,39.0
1754586078,card6,49.0,43.0
1754586078,card7,45.0,39.0
1754586078,
1754586083,card0,51.0,44.0
1754586083,card1,48.0,39.0
1754586083,card2,47.0,41.0
1754586083,card3,52.0,44.0
1754586083,card4,49.0,43.0
1754586083,card5,46.0,40.0
1754586083,card6,49.0,43.0
1754586083,card7,45.0,39.0
1754586083,
1754586088,card0,51.0,44.0
1754586088,card1,48.0,39.0
1754586088,card2,47.0,41.0
1754586088,card3,52.0,44.0
1754586088,card4,49.0,43.0
1754586088,card5,46.0,40.0
1754586088,card6,50.0,44.0
1754586088,card7,45.0,39.0
1754586088,
1754586093,card0,51.0,44.0
1754586093,card1,48.0,39.0
1754586093,card2,47.0,41.0
1754586093,card3,52.0,44.0
1754586093,card4,49.0,43.0
1754586093,card5,46.0,39.0
1754586093,card6,50.0,43.0
1754586093,card7,45.0,39.0
1754586093,
1754586098,card0,52.0,45.0
1754586098,card1,48.0,39.0
1754586098,card2,47.0,41.0
1754586098,card3,52.0,44.0
1754586098,card4,49.0,43.0
1754586098,card5,46.0,40.0
1754586098,card6,50.0,43.0
1754586098,card7,45.0,39.0
1754586098,
1754586103,card0,52.0,45.0
1754586103,card1,48.0,39.0
1754586103,card2,47.0,41.0
1754586103,card3,52.0,44.0
1754586103,card4,49.0,43.0
1754586103,card5,46.0,39.0
1754586103,card6,50.0,44.0
1754586103,card7,45.0,39.0
1754586103,
1754586109,card0,53.0,49.0
1754586109,card1,48.0,39.0
1754586109,card2,47.0,41.0
1754586109,card3,52.0,44.0
1754586109,card4,49.0,43.0
1754586109,card5,46.0,39.0
1754586109,card6,50.0,44.0
1754586109,card7,45.0,39.0
1754586109,
1754586114,card0,55.0,50.0
1754586114,card1,48.0,39.0
1754586114,card2,47.0,41.0
1754586114,card3,52.0,44.0
1754586114,card4,49.0,43.0
1754586114,card5,46.0,39.0
1754586114,card6,50.0,43.0
1754586114,card7,45.0,39.0
1754586114,
1754586119,card0,56.0,49.0
1754586119,card1,48.0,39.0
1754586119,card2,47.0,41.0
1754586119,card3,52.0,45.0
1754586119,card4,49.0,43.0
1754586119,card5,46.0,40.0
1754586119,card6,50.0,44.0
1754586119,card7,45.0,39.0
1754586119,
1754586124,card0,54.0,47.0
1754586124,card1,48.0,39.0
1754586124,card2,47.0,41.0
1754586124,card3,52.0,45.0
1754586124,card4,49.0,43.0
1754586124,card5,46.0,39.0
1754586124,card6,50.0,44.0
1754586124,card7,45.0,39.0
1754586124,
1754586129,card0,53.0,46.0
1754586129,card1,48.0,39.0
1754586129,card2,47.0,41.0
1754586129,card3,52.0,45.0
1754586129,card4,49.0,43.0
1754586129,card5,46.0,39.0
1754586129,card6,50.0,44.0
1754586129,card7,45.0,39.0
1754586129,
1754586134,card0,53.0,46.0
1754586134,card1,48.0,39.0
1754586134,card2,47.0,41.0
1754586134,card3,52.0,44.0
1754586134,card4,49.0,43.0
1754586134,card5,46.0,39.0
1754586134,card6,50.0,44.0
1754586134,card7,45.0,39.0
1754586134,
1754586139,card0,53.0,46.0
1754586139,card1,47.0,39.0
1754586139,card2,47.0,41.0
1754586139,card3,52.0,44.0
1754586139,card4,49.0,43.0
1754586139,card5,46.0,39.0
1754586139,card6,50.0,44.0
1754586139,card7,45.0,39.0
1754586139,
1754586145,card0,52.0,45.0
1754586145,card1,47.0,39.0
1754586145,card2,47.0,41.0
1754586145,card3,52.0,44.0
1754586145,card4,49.0,42.0
1754586145,card5,46.0,39.0
1754586145,card6,49.0,43.0
1754586145,card7,45.0,39.0
1754586145,
1754586150,card0,52.0,46.0
1754586150,card1,47.0,39.0
1754586150,card2,47.0,41.0
1754586150,card3,51.0,44.0
1754586150,card4,49.0,42.0
1754586150,card5,46.0,39.0
