timestamp,device,gpu_use_percent,gfx_activity,vram_total_bytes,vram_used_bytes
1754586812,card0,0,110778690,206141652992,297771008
1754586812,card1,0,62280730,206141652992,297771008
1754586812,card2,0,58924489,206141652992,297771008
1754586812,card3,0,58896286,206141652992,297771008
1754586812,card4,0,56760235,206141652992,297771008
1754586812,card5,0,56856306,206141652992,297771008
1754586812,card6,0,56728453,206141652992,297771008
1754586812,card7,0,56705924,206141652992,297771008
1754586812,
1754586817,card0,0,110778690,206141652992,297771008
1754586817,card1,0,62280730,206141652992,297771008
1754586817,card2,0,58924489,206141652992,297771008
1754586817,card3,0,58896286,206141652992,297771008
1754586817,card4,0,56760235,206141652992,297771008
1754586817,card5,0,56856306,206141652992,297771008
1754586817,card6,0,56728453,206141652992,297771008
1754586817,card7,0,56705924,206141652992,297771008
1754586817,
1754586822,card0,0,110778862,206141652992,297869312
1754586822,card1,0,62280918,206141652992,297869312
1754586822,card2,0,58924674,206141652992,297869312
1754586822,card3,0,58896472,206141652992,297869312
1754586822,card4,0,56760419,206141652992,297869312
1754586822,card5,0,56856484,206141652992,297869312
1754586822,card6,0,56728627,206141652992,297869312
1754586822,card7,0,56706093,206141652992,297869312
1754586822,
1754586827,card0,0,110778862,206141652992,297869312
1754586827,card1,0,62280918,206141652992,297869312
1754586827,card2,0,58924674,206141652992,297869312
1754586827,card3,0,58896472,206141652992,297869312
1754586827,card4,0,56760419,206141652992,297869312
1754586827,card5,0,56856484,206141652992,297869312
1754586827,card6,0,56728627,206141652992,297869312
1754586827,card7,0,56706093,206141652992,297869312
1754586827,
1754586833,card0,0,110779047,206141652992,297971712
1754586833,card1,0,62281102,206141652992,297971712
1754586833,card2,0,58924862,206141652992,297971712
1754586833,card3,0,58896661,206141652992,297971712
1754586833,card4,0,56760592,206141652992,297971712
1754586833,card5,0,56856663,206141652992,297971712
1754586833,card6,0,56728803,206141652992,297971712
1754586833,card7,0,56706263,206141652992,297971712
1754586833,
1754586838,card0,0,110779047,206141652992,297971712
1754586838,card1,0,62281102,206141652992,297971712
1754586838,card2,0,58924862,206141652992,297971712
1754586838,card3,0,58896661,206141652992,297971712
1754586838,card4,0,56760592,206141652992,297971712
1754586838,card5,0,56856663,206141652992,297971712
1754586838,card6,0,56728803,206141652992,297971712
1754586838,card7,0,56706263,206141652992,297971712
1754586838,
1754586843,card0,0,110779047,206141652992,297971712
1754586843,card1,0,62281102,206141652992,297971712
1754586843,card2,0,58924862,206141652992,297971712
1754586843,card3,0,58896661,206141652992,297971712
1754586843,card4,0,56760592,206141652992,297971712
1754586843,card5,0,56856663,206141652992,297971712
1754586843,card6,0,56728803,206141652992,297971712
1754586843,card7,0,56706263,206141652992,297971712
1754586843,
1754586848,card0,0,110789632,206141652992,21296148480
1754586848,card1,0,62281703,206141652992,297959424
1754586848,card2,0,58925481,206141652992,297959424
1754586848,card3,0,58897262,206141652992,297959424
1754586848,card4,0,56761146,206141652992,297959424
1754586848,card5,0,56857267,206141652992,297959424
1754586848,card6,0,56729392,206141652992,297959424
1754586848,card7,0,56706877,206141652992,297959424
1754586848,
1754586853,card0,0,110789632,206141652992,21296148480
1754586853,card1,0,62281703,206141652992,297959424
1754586853,card2,0,58925481,206141652992,297959424
1754586853,card3,0,58897262,206141652992,297959424
1754586853,card4,0,56761146,206141652992,297959424
1754586853,card5,0,56857267,206141652992,297959424
1754586853,card6,0,56729392,206141652992,297959424
1754586853,card7,0,56706877,206141652992,297959424
1754586853,
1754586858,card0,0,110791052,206141652992,22590742528
1754586858,card1,0,62281703,206141652992,297967616
1754586858,card2,0,58925481,206141652992,297967616
1754586858,card3,0,58897262,206141652992,297967616
1754586858,card4,0,56761146,206141652992,297967616
1754586858,card5,0,56857267,206141652992,297967616
1754586858,card6,0,56729392,206141652992,297967616
1754586858,card7,0,56706877,206141652992,297967616
1754586858,
1754586863,card0,0,110835394,206141652992,23110963200
1754586863,card1,0,62281703,206141652992,297967616
1754586863,card2,0,58925481,206141652992,297967616
1754586863,card3,0,58897262,206141652992,297967616
1754586863,card4,0,56761146,206141652992,297967616
1754586863,card5,0,56857267,206141652992,297967616
1754586863,card6,0,56729392,206141652992,297967616
1754586863,card7,0,56706877,206141652992,297967616
1754586863,
1754586869,card0,14,110902991,206141652992,23111114752
